millisSinceGpsEpoch,constellationType,svid,signalType,xSatPosM,ySatPosM,zSatPosM,satClkBiasM,rawPrM,rawPrUncM,isrbM,ionoDelayM,tropoDelayM
314743006.0,1,22,GPS_L1,20287708.07359097,-3617252.487458683,17051490.86339425,75371.04609811494,22494789.5220994,0.32,14.46507338521647,0.0,0.0
314743006.0,3,7,Glonass_L1,11258618.650492266,6381042.912970813,22022192.910045147,-3196.0265763086845,21315633.279655,0.64,-33.50040829913133,0.0,0.0
314743006.0,3,8,Glonass_L1,22486253.404212154,-4445526.087465156,11238590.74438425,-8064.009809973085,21993766.6207171,2.56,36.909169106627786,0.0,0.0
314743006.0,3,23,Glonass_L1,10455027.560837597,-5331855.032676766,22633322.315581582,6290.117144998758,21626207.7702799,2.56,28.504263208534347,0.0,0.0
314743206.0,1,1,GPS_L1,15476613.352342209,-184354.5427369544,21511688.243133653,9929.875834522032,22027292.6745846,0.32,5.787329765022634,0.0,0.0
314743206.0,1,22,GPS_L1,20287461.980517063,-3616902.2264039335,17051861.03153197,75371.04546945154,22494744.1166328,0.32,14.46507338521647,0.0,0.0
314743206.0,3,7,Glonass_L1,11258068.514101973,6381285.045121296,22022403.8082843,-3196.026568663492,21315688.4397933,0.64,-33.50040829913133,0.0,0.0
314743206.0,3,8,Glonass_L1,22485963.711583,-4445423.710544176,11239213.915628346,-8064.0098422640785,21993674.7453207,2.56,36.909169106627786,0.0,0.0
314743206.0,3,23,Glonass_L1,10455536.58652851,-5331499.151729022,22633171.047415745,6290.1171184519735,21626129.9423087,2.56,28.504263208534347,0.0,0.0
314743406.0,1,1,GPS_L1,15476762.779994683,-183825.1125927449,21511590.45607229,9929.875911692428,22027276.6901851,0.32,5.787329765022634,0.0,0.0
314743406.0,1,22,GPS_L1,20287215.88507333,-3616551.955926458,17052231.185460385,75371.04484089946,22494698.3796121,0.32,14.46507338521647,0.0,0.0
314743406.0,3,7,Glonass_L1,11257518.376401542,6381527.188573284,22022614.68545546,-3196.0265609503995,21315743.47778,1.28,-33.50040829913133,0.0,0.0
314743406.0,3,8,Glonass_L1,22485674.00517292,-4445321.321857574,11239837.076098666,-8064.009874618875,21993582.4336688,2.56,36.909169106627786,0.0,0.0
314743406.0,3,23,Glonass_L1,10456045.614767622,-5331143.281635716,22633019.75747565,6290.117091864609,21626051.8874848,2.56,28.504263208534347,0.0,0.0
314743606.0,1,1,GPS_L1,15476912.21312692,-183295.68668914505,21511492.650582977,9929.875988852806,22027260.5836342,0.32,5.787329765022634,0.0,0.0
314743606.0,1,22,GPS_L1,20286969.7872602,-3616201.676026416,17052601.32517919,75371.04421245861,22494652.6774919,0.32,14.46507338521647,0.0,0.0
314743606.0,3,7,Glonass_L1,11256968.23739172,6381769.34332662,22022825.54155844,-3196.026553169472,21315798.5855677,0.64,-33.50040829913133,0.0,0.0
314743606.0,3,8,Glonass_L1,22485384.28498247,-4445218.92140504,11240460.225794615,-8064.009907037318,21993488.359545,1.28,36.909169106627786,0.0,0.0
314743606.0,3,23,Glonass_L1,10456554.645554231,-5330787.42239717,22632868.445761453,6290.117065236706,21625973.4836565,2.56,28.504263208534347,0.0,0.0
314743806.0,1,1,GPS_L1,15477061.651738657,-182766.26502680444,21511394.82666585,9929.876066003186,22027244.6690356,0.32,5.787329765022634,0.0,0.0
314743806.0,1,22,GPS_L1,20286723.68707817,-3615851.386704067,17052971.450687982,75371.04358412893,22494607.4116271,0.32,14.46507338521647,0.0,0.0
314743806.0,3,7,Glonass_L1,11256418.097073397,6382011.509381075,22023036.37659297,-3196.026545320772,21315853.832957,0.64,-33.50040829913133,0.0,0.0
314743806.0,3,8,Glonass_L1,22485094.55101232,-4445116.509186289,11241083.36471543,-8064.009939519255,21993398.4036726,1.28,36.909169106627786,0.0,0.0
314743806.0,3,23,Glonass_L1,10457063.67888748,-5330431.574013816,22632717.11227336,6290.117038568308,21625897.9940146,2.56,28.504263208534347,0.0,0.0
314744006.0,1,1,GPS_L1,15477211.095829751,-182236.8476059105,21511296.98432094,9929.87614314358,22027228.8242379,0.32,5.787329765022634,0.0,0.0
314744006.0,1,22,GPS_L1,20286477.584527534,-3615501.0879593655,17053341.561986685,75371.04295591034,22494561.7618574,0.32,14.46507338521647,0.0,0.0
314744006.0,3,7,Glonass_L1,11255867.955446992,6382253.686736632,22023247.190559007,-3196.026537404364,21315909.0105455,0.64,-33.50040829913133,0.0,0.0
314744006.0,3,8,Glonass_L1,22484804.80326288,-4445014.085200951,11241706.492860882,-8064.009972064533,21993305.3067609,1.28,36.909169106627786,0.0,0.0
314744006.0,3,23,Glonass_L1,10457572.71476697,-5330075.736485772,22632565.757011432,6290.117011859458,21625819.9042902,2.56,28.504263208534347,0.0,0.0
314744206.0,1,1,GPS_L1,15477360.545399947,-181707.4344271129,21511199.12354839,9929.876220274007,22027213.4331458,0.32,5.787329765022634,0.0,0.0
314744206.0,1,22,GPS_L1,20286231.47960879,-3615150.779792573,17053711.65907488,75371.0423278027,22494516.3214904,0.32,14.46507338521647,0.0,0.0
314744206.0,3,7,Glonass_L1,11255317.812513404,6382495.875393064,22023457.983456284,-3196.026529420309,21315964.1357834,0.64,-33.50040829913133,0.0,0.0
314744206.0,3,8,Glonass_L1,22484515.041734792,-4444911.649448748,11242329.610230196,-8064.010004672998,21993211.389689,1.28,36.909169106627786,0.0,0.0
314744206.0,3,23,Glonass_L1,10458081.75319184,-5329719.909813465,22632414.37997588,6290.116985110197,21625740.3836479,2.56,28.504263208534347,0.0,0.0
314744406.0,1,1,GPS_L1,15477510.000449017,-181178.02549090705,21511101.24434829,9929.87629739448,22027197.6232486,0.32,5.787329765022634,0.0,0.0
314744406.0,1,22,GPS_L1,20285985.37232237,-3614800.462203848,17054081.741952274,75371.04169980595,22494470.7764222,0.32,14.46507338521647,0.0,0.0
314744406.0,3,7,Glonass_L1,11254767.66827336,6382738.07535021,22023668.75528461,-3196.026521368673,21316019.1214195,0.64,-33.50040829913133,0.0,0.0
314744406.0,3,8,Glonass_L1,22484225.26642864,-4444809.201929364,11242952.716822784,-8064.0100373444975,21993115.4309417,1.28,36.909169106627786,0.0,0.0
314744406.0,3,23,Glonass_L1,10458590.794161389,-5329364.093997221,22632262.981166847,6290.116958320567,21625665.6094649,2.56,28.504263208534347,0.0,0.0
314744606.0,1,1,GPS_L1,15477659.46097673,-180648.6207977885,21511003.346720755,9929.876374505018,22027181.8657019,0.32,5.787329765022634,0.0,0.0
314744606.0,1,22,GPS_L1,20285739.26266869,-3614450.135193349,17054451.810618564,75371.04107192,22494425.1266525,0.32,14.46507338521647,0.0,0.0
314744606.0,3,7,Glonass_L1,11254217.522727609,6382980.286607916,22023879.5060438,-3196.026513249517,21316074.386259,0.64,-33.50040829913133,0.0,0.0
314744606.0,3,8,Glonass_L1,22483935.477345,-4444706.742642491,11243575.812638056,-8064.010070078877,21993024.6898094,2.56,36.909169106627786,0.0,0.0
314744606.0,3,23,Glonass_L1,10459099.837674912,-5329008.289037369,22632111.560584497,6290.116931490614,21625587.7116929,2.56,28.504263208534347,0.0,0.0
314744806.0,1,1,GPS_L1,15477808.926982831,-180119.2203484071,21510905.4306659,9929.876451605636,22027166.3524584,0.32,5.787329765022634,0.0,0.0
314744806.0,1,22,GPS_L1,20285493.15064827,-3614099.798761335,17054821.865073353,75371.04044414476,22494379.7735366,0.32,14.46507338521647,0.0,0.0
314744806.0,3,7,Glonass_L1,11253667.37587704,6383222.509165949,22024090.23573359,-3196.026505062905,21316129.4242458,0.64,-33.50040829913133,0.0,0.0
314744806.0,3,8,Glonass_L1,22483645.67448451,-4444604.271587847,11244198.897675244,-8064.010102875986,21992931.4009454,2.56,36.909169106627786,0.0,0.0
314744806.0,3,23,Glonass_L1,10459608.883731555,-5328652.494934335,22631960.11822903,6290.11690462038,21625509.1508127,2.56,28.504263208534347,0.0,0.0
314745006.0,1,1,GPS_L1,15477958.398467176,-179589.82414294998,21510807.49618377,9929.876528696348,22027150.612362,0.32,5.787329765022634,0.0,0.0
314745006.0,1,22,GPS_L1,20285247.036261387,-3613749.4529077625,17055191.905316554,75371.03981648014,22494334.1586675,0.32,14.46507338521647,0.0,0.0
314745006.0,3,7,Glonass_L1,11253117.227722071,6383464.743024296,22024300.944353923,-3196.0264968089014,21316184.5320334,0.64,-33.50040829913133,0.0,0.0
314745006.0,3,8,Glonass_L1,22483355.8578476,-4444501.788765061,11244821.971934116,-8064.010135735669,21992837.763077,2.56,36.909169106627786,0.0,0.0
314745006.0,3,23,Glonass_L1,10460117.93233092,-5328296.711688239,22631808.65410052,6290.116877709903,21625433.6437205,2.56,28.504263208534347,0.0,0.0
314745206.0,1,1,GPS_L1,15478107.875429504,-179060.43218206678,21510709.543274507,9929.87660577717,22027134.6803132,0.32,5.787329765022634,0.0,0.0
314745206.0,1,22,GPS_L1,20285000.919508543,-3613399.097632891,17055561.93134775,75371.03918892606,22494288.5437983,0.32,14.46507338521647,0.0,0.0
314745206.0,3,7,Glonass_L1,11252567.078263603,6383706.988182728,22024511.63190454,-3196.0264884875687,21316239.4478686,0.64,-33.50040829913133,0.0,0.0
314745206.0,3,8,Glonass_L1,22483066.027434904,-4444399.29417385,11245445.035413902,-8064.010168657774,21992747.0742954,2.56,36.909169106627786,0.0,0.0
314745206.0,3,23,Glonass_L1,10460626.983472144,-5327940.939299507,22631657.168199155,6290.116850759228,21625360.1259532,2.56,28.504263208534347,0.0,0.0
314745406.0,1,1,GPS_L1,15478257.357869586,-178531.0444662531,21510611.5719382,9929.876682848118,22027118.556312,0.32,5.787329765022634,0.0,0.0
314745406.0,1,22,GPS_L1,20284754.80039017,-3613048.732936881,17055931.94316666,75371.03856148246,22494242.8067776,0.32,14.46507338521647,0.0,0.0
314745406.0,3,7,Glonass_L1,11252016.927502366,6383949.244641086,22024722.29838525,-3196.02648009897,21316294.5033056,0.64,-33.50040829913133,0.0,0.0
314745406.0,3,8,Glonass_L1,22482776.18324701,-4444296.787813903,11246068.088114016,-8064.010201642145,21992650.8363446,2.56,36.909169106627786,0.0,0.0
314745406.0,3,23,Glonass_L1,10461136.037154531,-5327585.177768468,22631505.660525102,6290.1168237684005,21625284.3920082,2.56,28.504263208534347,0.0,0.0
314745606.0,1,1,GPS_L1,15478406.845787205,-178001.66099600447,21510513.58217496,9929.87675990921,22027102.3450597,0.32,5.787329765022634,0.0,0.0
314745606.0,1,22,GPS_L1,20284508.67890669,-3612698.358819888,17056301.940772966,75371.03793414918,22494197.0872071,0.32,14.46507338521647,0.0,0.0
314745606.0,3,7,Glonass_L1,11251466.775439102,6384191.512399213,22024932.94379587,-3196.0264716431684,21316349.6285434,0.64,-33.50040829913133,0.0,0.0
314745606.0,3,8,Glonass_L1,22482486.32528449,-4444194.269684911,11246691.130033864,-8064.010234688633,21992556.4481168,2.56,36.909169106627786,0.0,0.0
314745606.0,3,23,Glonass_L1,10461645.093377372,-5327229.427095448,22631354.131078515,6290.11679673746,21625210.2809334,5.12,28.504263208534347,0.0,0.0
314745806.0,1,1,GPS_L1,15478556.339182088,-177472.28177197048,21510415.573984902,9929.87683696046,22027085.941855,0.32,5.787329765022634,0.0,0.0
314745806.0,1,22,GPS_L1,20284262.55505861,-3612347.975282175,17056671.924166273,75371.03730692617,22494151.5246886,0.32,14.46507338521647,0.0,0.0
314745806.0,3,7,Glonass_L1,11250916.622074705,6384433.79145688,22025143.568136137,-3196.026463120227,21316404.6665302,0.64,-33.50040829913133,0.0,0.0
314745806.0,3,8,Glonass_L1,22482196.453548,-4444091.73978659,11247314.16117268,-8064.010267797082,21992465.1660278,1.28,36.909169106627786,0.0,0.0
314745806.0,3,23,Glonass_L1,10462154.152139816,-5326873.687280873,22631202.5798596,6290.116769666452,21625131.8945553,2.56,28.504263208534347,0.0,0.0
314746006.0,1,1,GPS_L1,15478705.838054106,-176942.90679433852,21510317.54736808,9929.876914001885,22027069.6259014,0.32,5.787329765022634,0.0,0.0
314746006.0,1,22,GPS_L1,20284016.42884622,-3611997.582323695,17057041.8933465,75371.03667981332,22494105.9447199,0.32,14.46507338521647,0.0,0.0
314746006.0,3,7,Glonass_L1,11250366.467409588,6384676.081814069,22025354.171405982,-3196.0264545302102,21316459.8266685,0.64,-33.50040829913133,0.0,0.0
314746006.0,3,8,Glonass_L1,22481906.568037946,-4443989.198118571,11247937.181530228,-8064.01030096734,21992374.861151,1.28,36.909169106627786,0.0,0.0
314746006.0,3,23,Glonass_L1,10462663.213441456,-5326517.958324863,22631051.00686841,6290.116742555413,21625050.7859433,2.56,28.504263208534347,0.0,0.0
314746206.0,1,1,GPS_L1,15478855.342402987,-176413.53606375822,21510219.502324626,9929.876991033494,22027053.7636535,0.32,5.787329765022634,0.0,0.0
314746206.0,1,22,GPS_L1,20283770.30027001,-3611647.1799447103,17057411.848313227,75371.03605281058,22494060.7486559,0.32,14.46507338521647,0.0,0.0
314746206.0,3,7,Glonass_L1,11249816.311444651,6384918.383470555,22025564.753605165,-3196.0264458731804,21316515.0566076,0.64,-33.50040829913133,0.0,0.0
314746206.0,3,8,Glonass_L1,22481616.66875497,-4443886.644680571,11248560.191105746,-8064.010334199252,21992285.2019323,1.28,36.909169106627786,0.0,0.0
314746206.0,3,23,Glonass_L1,10463172.277281435,-5326162.240227848,22630899.412105165,6290.116715404392,21624975.5580546,2.56,28.504263208534347,0.0,0.0
314746406.0,1,1,GPS_L1,15479004.852228511,-175884.16958072514,21510121.43885463,9929.877068055312,22027037.8839554,0.32,5.787329765022634,0.0,0.0
314746406.0,1,22,GPS_L1,20283524.16933042,-3611296.768145378,17057781.78906617,75371.03542591786,22494015.3606396,0.32,14.46507338521647,0.0,0.0
314746406.0,3,7,Glonass_L1,11249266.154180637,6385160.696426176,22025775.314733487,-3196.0264371492017,21316570.146945,0.64,-33.50040829913133,0.0,0.0
314746406.0,3,8,Glonass_L1,22481326.755699664,-4443784.07947228,11249183.189898638,-8064.010367492665,21992192.7506787,1.28,36.909169106627786,0.0,0.0
314746406.0,3,23,Glonass_L1,10463681.34365906,-5325806.532990153,22630747.79557001,6290.116688213429,21624899.1086507,1.28,28.504263208534347,0.0,0.0
314746606.0,1,1,GPS_L1,15479154.367530452,-175354.8073457347,21510023.356958203,9929.877145067348,22027021.986807,0.32,5.787329765022634,0.0,0.0
314746606.0,1,22,GPS_L1,20283278.036027875,-3610946.346925857,17058151.715605024,75371.03479913501,22493969.71087,0.32,14.46507338521647,0.0,0.0
314746606.0,3,7,Glonass_L1,11248715.995618273,6385403.020680776,22025985.854790747,-3196.026428358336,21316625.202382,0.64,-33.50040829913133,0.0,0.0
314746606.0,3,8,Glonass_L1,22481036.8288726,-4443681.502493385,11249806.177908316,-8064.010400847428,21992099.2175116,1.28,36.909169106627786,0.0,0.0
314746606.0,3,23,Glonass_L1,10464190.41257362,-5325450.836612102,22630596.157263104,6290.116660982566,21624824.683472,1.28,28.504263208534347,0.0,0.0
314746806.0,1,22,GPS_L1,20283031.90036288,-3610595.916286408,17058521.627929382,75371.03417246198,22493923.7993471,0.32,14.46507338521647,0.0,0.0
314746806.0,3,7,Glonass_L1,11248165.83575846,6385645.356234128,22026196.373776708,-3196.0264195006484,21316680.3799705,0.64,-33.50040829913133,0.0,0.0
314746806.0,3,23,Glonass_L1,10464699.484024262,-5325095.151094127,22630444.497184645,6290.116633711848,21624747.4837088,1.28,28.504263208534347,0.0,0.0
314747006.0,1,22,GPS_L1,20282785.76233571,-3610245.4762269855,17058891.52603916,75371.03354589871,22493877.8354736,0.32,14.46507338521647,0.0,0.0
314747006.0,3,7,Glonass_L1,11247615.674601614,6385887.703086212,22026406.87169129,-3196.0264105762,21316735.4354075,0.64,-33.50040829913133,0.0,0.0
314747006.0,3,23,Glonass_L1,10465208.558010578,-5324739.476436343,22630292.815334707,6290.116606401313,21624673.7914392,1.28,28.504263208534347,0.0,0.0
314747206.0,1,22,GPS_L1,20282539.621946875,-3609895.02674785,17059261.40993395,75371.03291944506,22493831.8366996,0.32,14.46507338521647,0.0,0.0
314747206.0,3,7,Glonass_L1,11247065.512148632,6386130.0612368025,22026617.34853425,-3196.026401585056,21316790.4908444,0.64,-33.50040829913133,0.0,0.0
314747206.0,3,23,Glonass_L1,10465717.63453172,-5324383.812639183,22630141.111713484,6290.1165790510095,21624601.0763819,1.28,28.504263208534347,0.0,0.0
314747406.0,3,7,Glonass_L1,11246515.348400252,6386372.430685739,22026827.8043054,-3196.026392527278,21316845.598632,0.64,-33.50040829913133,0.0,0.0
314747406.0,3,23,Glonass_L1,10466226.713586986,-5324028.159702969,22629989.386321142,6290.116551660974,21624527.6982163,0.64,28.504263208534347,0.0,0.0
314747606.0,3,7,Glonass_L1,11245965.183357203,6386614.811432866,22027038.239004526,-3196.026383402931,21316900.5668179,0.64,-33.50040829913133,0.0,0.0
314747606.0,3,23,Glonass_L1,10466735.795175662,-5323672.517628029,22629837.639157835,6290.116524231255,21624451.7548687,0.64,28.504263208534347,0.0,0.0
314747806.0,3,7,Glonass_L1,11245415.017020397,6386857.203477954,22027248.6526314,-3196.026374212078,21316955.5873545,0.64,-33.50040829913133,0.0,0.0
314747806.0,3,23,Glonass_L1,10467244.879296906,-5323316.886414792,22629685.87022376,6290.116496761891,21624374.1886509,0.64,28.504263208534347,0.0,0.0
314748006.0,3,23,Glonass_L1,10467753.9659503,-5322961.266063375,22629534.07951898,6290.1164692529255,21624298.0882513,0.64,28.504263208534347,0.0,0.0
314748206.0,1,1,GPS_L1,15480350.687070211,-171120.06245512207,21509238.03844729,9929.87776081351,22026895.9089838,0.32,5.787329765022634,0.0,0.0
314748206.0,1,22,GPS_L1,20281308.884592816,-3608142.638062135,17061110.61617255,75371.02978881843,22493602.4884879,0.32,14.46507338521647,0.0,0.0
314748206.0,3,7,Glonass_L1,11244314.680467617,6387342.021461734,22027669.4166679,-3196.026355631104,21317065.7156786,0.64,-33.50040829913133,0.0,0.0
314748206.0,3,8,Glonass_L1,22478716.918541502,-4442860.462883232,11254789.693718946,-8064.010669875698,21991353.7442098,1.28,36.909169106627786,0.0,0.0
314748406.0,1,1,GPS_L1,15480500.251649885,-170590.73847481533,21509139.7907175,9929.877837738244,22026879.8198831,0.32,5.787329765022634,0.0,0.0
314748406.0,1,22,GPS_L1,20281062.730043,-3607792.132068053,17061480.41477115,75371.02916302078,22493556.8387183,0.32,14.46507338521647,0.0,0.0
314748406.0,3,7,Glonass_L1,11243764.510253288,6387584.44740004,22027879.767077085,-3196.0263462411112,21317120.8234662,0.64,-33.50040829913133,0.0,0.0
314748406.0,3,8,Glonass_L1,22478426.86779436,-4442757.779954904,11255412.584653163,-8064.0107037757025,21991260.9963025,1.28,36.909169106627786,0.0,0.0
314748606.0,3,7,Glonass_L1,11243214.338747976,6387826.8846357465,22028090.096413303,-3196.0263367848643,21317176.0185049,0.64,-33.50040829913133,0.0,0.0
314748606.0,3,23,Glonass_L1,10469281.241095508,-5321894.470183926,22629078.576782294,6290.1163864888495,21624067.6581261,0.64,28.504263208534347,0.0,0.0
314748806.0,3,7,Glonass_L1,11242664.165952582,6388069.333168624,22028300.40467631,-3196.0263272624275,21317231.1437428,0.64,-33.50040829913133,0.0,0.0
314748806.0,3,23,Glonass_L1,10469790.33786975,-5321538.893283566,22628926.69899651,6290.116358821905,21623989.6905532,0.64,28.504263208534347,0.0,0.0
314749006.0,3,7,Glonass_L1,11242113.99186752,6388311.792998656,22028510.69186602,-3196.0263176738645,21317286.2340802,0.64,-33.50040829913133,0.0,0.0
314749006.0,3,23,Glonass_L1,10470299.43717263,-5321183.327246654,22628774.799440816,6290.116331115572,21623912.019634,0.64,28.504263208534347,0.0,0.0
314749206.0,3,7,Glonass_L1,11241563.81649369,6388554.264125614,22028720.9579822,-3196.026308019237,21317341.3767683,0.64,-33.50040829913133,0.0,0.0
314749206.0,3,23,Glonass_L1,10470808.539003296,-5320827.77207362,22628622.878115404,6290.116303369894,21623836.9313471,0.64,28.504263208534347,0.0,0.0
314749406.0,1,1,GPS_L1,15481248.156656569,-167944.18237831772,21508648.27568916,9929.878222217932,22026801.2590028,0.32,5.787329765022634,0.0,0.0
314749406.0,1,22,GPS_L1,20279831.92192269,-3606039.460821872,17063329.194501888,75371.02603566607,22493328.8341733,0.32,14.46507338521647,0.0,0.0
314749406.0,3,7,Glonass_L1,11241013.639831826,6388796.746549341,22028931.203024648,-3196.0262982986105,21317396.3624043,0.64,-33.50040829913133,0.0,0.0
314749406.0,3,8,Glonass_L1,22476976.40757965,-4442244.188701333,11258526.877475629,-8064.010874169911,21990798.129277,0.64,36.909169106627786,0.0,0.0
314749606.0,1,1,GPS_L1,15481397.754078023,-167414.88392343256,21508549.917408325,9929.87829908518,22026785.4665558,0.32,5.787329765022634,0.0,0.0
314749606.0,1,22,GPS_L1,20279585.753227364,-3605688.898318552,17063698.907793533,75371.02541052121,22493283.2542045,0.32,14.46507338521647,0.0,0.0
314749606.0,3,7,Glonass_L1,11240463.461882664,6389039.240269678,22029141.426993176,-3196.026288512046,21317451.5050924,0.64,-33.50040829913133,0.0,0.0
314749606.0,3,8,Glonass_L1,22476686.274244897,-4442141.435126041,11259149.70366634,-8064.010908426517,21990704.7182614,0.64,36.909169106627786,0.0,0.0
314749806.0,1,1,GPS_L1,15481547.356972285,-166885.58972467275,21508451.540702693,9929.878375942902,22026769.6392083,0.32,5.787329765022634,0.0,0.0
314749806.0,1,22,GPS_L1,20279339.58217601,-3605338.326397681,17064068.6068662,75371.02478548484,22493237.8312878,0.32,14.46507338521647,0.0,0.0
314749806.0,3,7,Glonass_L1,11239913.282647103,6389281.745286397,22029351.629887525,-3196.0262786596086,21317506.5779796,0.64,-33.50040829913133,0.0,0.0
314749806.0,3,8,Glonass_L1,22476396.12714764,-4442038.669775196,11259772.519064216,-8064.010942742019,21990612.1623065,0.64,36.909169106627786,0.0,0.0
314750006.0,1,1,GPS_L1,15481696.965339215,-166356.29978222575,21508353.145572312,9929.878452791114,22026753.8118608,0.32,5.787329765022634,0.0,0.0
314750006.0,1,22,GPS_L1,20279093.40876895,-3604987.745059216,17064438.29171981,75371.02416055686,22493192.3036697,0.32,14.46507338521647,0.0,0.0
314750006.0,3,7,Glonass_L1,11239363.102125555,6389524.261599481,22029561.81170764,-3196.026268741361,21317561.7206676,0.64,-33.50040829913133,0.0,0.0
314750006.0,3,8,Glonass_L1,22476105.96628827,-4441935.892648426,11260395.323669037,-8064.010977116265,21990519.8506547,0.64,36.909169106627786,0.0,0.0
314750206.0,1,1,GPS_L1,15481846.57917855,-165827.0140967411,21508254.732017312,9929.878529629828,22026737.8274613,0.32,5.787329765022634,0.0,0.0
314750206.0,1,22,GPS_L1,20278847.23300665,-3604637.154303417,17064807.96235394,75371.0235357372,22493146.7586014,0.32,14.46507338521647,0.0,0.0
314750206.0,3,7,Glonass_L1,11238812.920318928,6389766.789208703,22029771.97245325,-3196.0262587573648,21317616.9331566,0.64,-33.50040829913133,0.0,0.0
314750206.0,3,8,Glonass_L1,22475815.79166745,-4441833.10374545,11261018.117480025,-8064.011011549101,21990427.5215526,1.28,36.909169106627786,0.0,0.0
314750406.0,1,1,GPS_L1,15481996.198490066,-165297.7326687144,21508156.3000378,9929.878606459064,22026721.9652134,0.32,5.787329765022634,0.0,0.0
314750406.0,1,22,GPS_L1,20278601.05488956,-3604286.5541304415,17065177.618768312,75371.02291102576,22493101.0390309,0.32,14.46507338521647,0.0,0.0
314750406.0,3,7,Glonass_L1,11238262.737227945,6390009.328113902,22029982.112124182,-3196.0262487076866,21317672.0060438,0.64,-33.50040829913133,0.0,0.0
314750406.0,3,8,Glonass_L1,22475525.60328576,-4441730.3030659575,11261640.900496598,-8064.011046040375,21990335.1575501,1.28,36.909169106627786,0.0,0.0
314750606.0,1,1,GPS_L1,15482145.82327354,-164768.45549864112,21508057.84963387,9929.878683278836,22026706.2425672,0.32,5.787329765022634,0.0,0.0
314750606.0,1,22,GPS_L1,20278354.8744181,-3603935.94454045,17065547.26096261,75371.02228642245,22493055.3020102,0.32,14.46507338521647,0.0,0.0
314750606.0,3,7,Glonass_L1,11237712.552853348,6390251.878314924,22030192.23072024,-3196.026238592387,21317727.2010825,0.64,-33.50040829913133,0.0,0.0
314750606.0,3,8,Glonass_L1,22475235.401143767,-4441627.4906096365,11262263.67271816,-8064.011080589932,21990242.6190454,1.28,36.909169106627786,0.0,0.0
314750806.0,1,1,GPS_L1,15482295.453528702,-164239.1825871709,21507959.38080565,9929.878760089165,22026690.2930682,0.32,5.787329765022634,0.0,0.0
314750806.0,1,22,GPS_L1,20278108.691592783,-3603585.3255337016,17065916.888936434,75371.02166192715,22493009.8092925,0.32,14.46507338521647,0.0,0.0
314750806.0,3,7,Glonass_L1,11237162.367196037,6390494.439811537,22030402.32824116,-3196.0262284115306,21317782.3612207,0.64,-33.50040829913133,0.0,0.0
314750806.0,3,8,Glonass_L1,22474945.185242128,-4441524.666376204,11262886.434143942,-8064.011115197621,21990150.0281901,1.28,36.909169106627786,0.0,0.0
314751006.0,1,1,GPS_L1,15482445.08925542,-163709.91393449114,21507860.893553182,9929.87883689006,22026674.3610194,0.32,5.787329765022634,0.0,0.0
314751006.0,1,22,GPS_L1,20277862.506413884,-3603234.69711015,17066286.502689704,75371.02103753983,22492964.2816745,0.32,14.46507338521647,0.0,0.0
314751006.0,3,7,Glonass_L1,11236612.180256424,6390737.012603726,22030612.40468688,-3196.02621816518,21317837.4515582,0.64,-33.50040829913133,0.0,0.0
314751006.0,3,8,Glonass_L1,22474654.95558125,-4441421.830365293,11263509.184773715,-8064.011149863286,21990057.4198846,1.28,36.909169106627786,0.0,0.0
314751206.0,1,1,GPS_L1,15482594.730453428,-163180.64954125145,21507762.387876607,9929.878913681534,22026658.5162217,0.32,5.787329765022634,0.0,0.0
314751206.0,1,22,GPS_L1,20277616.318881903,-3602884.059270058,17066656.102222007,75371.02041326037,22492918.7191559,0.32,14.46507338521647,0.0,0.0
314751206.0,3,7,Glonass_L1,11236061.992035406,6390979.596691263,22030822.460057154,-3196.026207853399,21317892.6465969,0.32,-33.50040829913133,0.0,0.0
314751206.0,3,8,Glonass_L1,22474364.71216179,-4441318.982576619,11264131.924606714,-8064.011184586777,21989964.8988301,1.28,36.909169106627786,0.0,0.0
314751406.0,1,1,GPS_L1,15482744.3771225,-162651.3894079474,21507663.863776017,9929.878990463614,22026642.8459262,0.32,5.787329765022634,0.0,0.0
314751406.0,1,22,GPS_L1,20277370.12899728,-3602533.412013584,17067025.687533055,75371.01978908869,22492873.3311396,0.32,14.46507338521647,0.0,0.0
314751406.0,3,7,Glonass_L1,11235511.802533723,6391222.192073988,22031032.494351786,-3196.02619747625,21317947.8241854,0.64,-33.50040829913133,0.0,0.0
314751406.0,3,8,Glonass_L1,22474074.45498432,-4441216.12300987,11264754.653642347,-8064.011219367938,21989872.4301263,1.28,36.909169106627786,0.0,0.0
314751606.0,1,1,GPS_L1,15482894.029262412,-162122.13353507445,21507565.321251515,9929.879067236305,22026627.0883796,0.32,5.787329765022634,0.0,0.0
314751606.0,1,22,GPS_L1,20277123.93676044,-3602182.755340884,17067395.25862253,75371.01916502469,22492827.9954739,0.32,14.46507338521647,0.0,0.0
314751606.0,3,7,Glonass_L1,11234961.611752108,6391464.798751745,22031242.50757058,-3196.026187033798,21318003.0541245,0.64,-33.50040829913133,0.0,0.0
314751606.0,3,8,Glonass_L1,22473784.184049405,-4441113.251664736,11265377.37188002,-8064.011254206616,21989780.083574,1.28,36.909169106627786,0.0,0.0
314751806.0,1,1,GPS_L1,15483043.6868729,-161592.88192328223,21507466.76030324,9929.87914399963,22026611.2261316,0.32,5.787329765022634,0.0,0.0
